#ies_format_version: 1.0
#file: 20250801_5000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 5.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	iec_in;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
#005;	iec_out;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
YYYYMMDD;	hhmmss;	unixtimestamp;	iec_in;	iec_out
20250801;	143615;	1754039175.000;	       err32;	       err32
20250801;	143620;	1754039180.000;	       err32;	       err32
20250801;	143625;	1754039185.000;	       err32;	       err32
20250801;	143630;	1754039190.000;	       err32;	       err32
20250801;	143635;	1754039195.000;	       err32;	       err32
20250801;	143640;	1754039200.000;	       err32;	       err32
20250801;	143645;	1754039205.000;	       err32;	       err32
20250801;	143650;	1754039210.000;	       err32;	       err32
20250801;	143655;	1754039215.000;	       err32;	       err32
20250801;	143700;	1754039220.000;	       err32;	       err32
20250801;	143705;	1754039225.000;	       err32;	       err32
20250801;	143710;	1754039230.000;	       err32;	       err32
20250801;	143715;	1754039235.000;	       err32;	       err32
20250801;	143720;	1754039240.000;	       err32;	       err32
20250801;	143725;	1754039245.000;	       err32;	       err32
20250801;	143730;	1754039250.000;	       err32;	       err32
20250801;	143735;	1754039255.000;	       err32;	       err32
20250801;	143740;	1754039260.000;	       err32;	       err32
20250801;	143745;	1754039265.000;	       err32;	       err32
20250801;	143750;	1754039270.000;	       err32;	       err32
20250801;	143755;	1754039275.000;	       err32;	       err32
20250801;	143800;	1754039280.000;	       err32;	       err32
20250801;	143805;	1754039285.000;	       err32;	       err32
20250801;	143810;	1754039290.000;	       err32;	       err32
20250801;	143815;	1754039295.000;	       err32;	       err32
20250801;	143820;	1754039300.000;	       err32;	       err32
20250801;	143825;	1754039305.000;	       err32;	       err32
20250801;	143830;	1754039310.000;	       err32;	       err32
20250801;	143835;	1754039315.000;	       err32;	       err32
20250801;	143840;	1754039320.000;	       err32;	       err32
20250801;	143845;	1754039325.000;	       err32;	       err32
20250801;	143850;	1754039330.000;	       err32;	       err32
20250801;	143855;	1754039335.000;	       err32;	       err32
20250801;	143900;	1754039340.000;	       err32;	       err32
20250801;	143905;	1754039345.000;	       err32;	       err32
20250801;	143910;	1754039350.000;	       err32;	       err32
20250801;	143915;	1754039355.000;	       err32;	       err32
20250801;	143920;	1754039360.000;	       err32;	       err32
20250801;	143925;	1754039365.000;	       err32;	       err32
20250801;	143930;	1754039370.000;	       err32;	       err32
20250801;	143935;	1754039375.000;	       err32;	       err32
20250801;	143940;	1754039380.000;	       err32;	       err32
20250801;	143945;	1754039385.000;	       err32;	       err32
20250801;	143950;	1754039390.000;	       err32;	       err32
20250801;	143955;	1754039395.000;	       err32;	       err32
20250801;	144000;	1754039400.000;	       err32;	       err32
20250801;	144005;	1754039405.000;	       err32;	       err32
20250801;	144010;	1754039410.000;	       err32;	       err32
20250801;	144015;	1754039415.000;	       err32;	       err32
20250801;	144020;	1754039420.000;	       err32;	       err32
20250801;	144025;	1754039425.000;	       err32;	       err32
20250801;	144030;	1754039430.000;	       err32;	       err32
20250801;	144035;	1754039435.000;	       err32;	       err32
20250801;	144040;	1754039440.000;	       err32;	       err32
20250801;	144045;	1754039445.000;	       err32;	       err32
20250801;	144050;	1754039450.000;	       err32;	       err32
20250801;	144055;	1754039455.000;	       err32;	       err32
20250801;	144100;	1754039460.000;	       err32;	       err32
20250801;	144105;	1754039465.000;	       err32;	       err32
20250801;	144110;	1754039470.000;	       err32;	       err32
20250801;	144115;	1754039475.000;	       err32;	       err32
20250801;	144120;	1754039480.000;	       err32;	       err32
20250801;	144125;	1754039485.000;	       err32;	       err32
20250801;	144130;	1754039490.000;	       err32;	       err32
20250801;	144135;	1754039495.000;	       err32;	       err32
20250801;	144140;	1754039500.000;	       err32;	       err32
20250801;	144145;	1754039505.000;	       err32;	       err32
20250801;	144150;	1754039510.000;	       err32;	       err32
20250801;	144155;	1754039515.000;	       err32;	       err32
20250801;	144200;	1754039520.000;	       err32;	       err32
20250801;	144205;	1754039525.000;	       err32;	       err32
20250801;	144210;	1754039530.000;	       err32;	       err32
20250801;	144215;	1754039535.000;	       err32;	       err32
20250801;	144220;	1754039540.000;	       err32;	       err32
20250801;	144225;	1754039545.000;	       err32;	       err32
20250801;	144230;	1754039550.000;	       err32;	       err32
20250801;	144235;	1754039555.000;	       err32;	       err32
20250801;	144240;	1754039560.000;	       err32;	       err32
20250801;	144245;	1754039565.000;	       err32;	       err32
20250801;	144250;	1754039570.000;	       err32;	       err32
20250801;	144255;	1754039575.000;	       err32;	       err32
20250801;	144300;	1754039580.000;	       err32;	       err32
20250801;	144305;	1754039585.000;	       err32;	       err32
20250801;	144310;	1754039590.000;	       err32;	       err32
20250801;	144315;	1754039595.000;	       err32;	       err32
20250801;	144320;	1754039600.000;	       err32;	       err32
20250801;	144325;	1754039605.000;	       err32;	       err32
20250801;	144330;	1754039610.000;	       err32;	       err32
20250801;	144335;	1754039615.000;	       err32;	       err32
20250801;	144340;	1754039620.000;	       err32;	       err32
20250801;	144345;	1754039625.000;	       err32;	       err32
20250801;	144350;	1754039630.000;	       err32;	       err32
20250801;	144355;	1754039635.000;	       err32;	       err32
20250801;	144400;	1754039640.000;	       err32;	       err32
20250801;	144405;	1754039645.000;	       err32;	       err32
20250801;	144410;	1754039650.000;	       err32;	       err32
20250801;	144415;	1754039655.000;	       err32;	       err32
20250801;	144420;	1754039660.000;	       err32;	       err32
20250801;	144425;	1754039665.000;	       err32;	       err32
20250801;	144430;	1754039670.000;	       err32;	       err32
20250801;	144435;	1754039675.000;	       err32;	       err32
20250801;	144440;	1754039680.000;	       err32;	       err32
20250801;	144445;	1754039685.000;	       err32;	       err32
20250801;	144450;	1754039690.000;	       err32;	       err32
20250801;	144455;	1754039695.000;	       err32;	       err32
20250801;	144500;	1754039700.000;	       err32;	       err32
20250801;	144505;	1754039705.000;	       err32;	       err32
20250801;	144510;	1754039710.000;	       err32;	       err32
20250801;	144515;	1754039715.000;	       err32;	       err32
20250801;	144520;	1754039720.000;	       err32;	       err32
20250801;	144525;	1754039725.000;	       err32;	       err32
20250801;	144530;	1754039730.000;	       err32;	       err32
20250801;	144535;	1754039735.000;	       err32;	       err32
20250801;	144540;	1754039740.000;	       err32;	       err32
20250801;	144545;	1754039745.000;	       err32;	       err32
20250801;	144550;	1754039750.000;	       err32;	       err32
20250801;	144555;	1754039755.000;	       err32;	       err32
20250801;	144600;	1754039760.000;	       err32;	       err32
20250801;	144605;	1754039765.000;	       err32;	       err32
20250801;	144610;	1754039770.000;	       err32;	       err32
20250801;	144615;	1754039775.000;	       err32;	       err32
20250801;	144620;	1754039780.000;	       err32;	       err32
20250801;	144625;	1754039785.000;	       err32;	       err32
20250801;	144630;	1754039790.000;	       err32;	       err32
20250801;	144635;	1754039795.000;	       err32;	       err32
20250801;	144640;	1754039800.000;	       err32;	       err32
20250801;	144645;	1754039805.000;	       err32;	       err32
20250801;	144650;	1754039810.000;	       err32;	       err32
20250801;	144655;	1754039815.000;	       err32;	       err32
20250801;	144700;	1754039820.000;	       err32;	       err32
20250801;	144705;	1754039825.000;	       err32;	       err32
20250801;	144710;	1754039830.000;	       err32;	       err32
20250801;	144715;	1754039835.000;	       err32;	       err32
20250801;	144720;	1754039840.000;	       err32;	       err32
20250801;	144725;	1754039845.000;	       err32;	       err32
20250801;	144730;	1754039850.000;	       err32;	       err32
20250801;	144735;	1754039855.000;	       err32;	       err32
20250801;	144740;	1754039860.000;	       err32;	       err32
20250801;	144745;	1754039865.000;	       err32;	       err32
20250801;	144750;	1754039870.000;	       err32;	       err32
20250801;	144755;	1754039875.000;	       err32;	       err32
20250801;	144800;	1754039880.000;	       err32;	       err32
20250801;	144805;	1754039885.000;	       err32;	       err32
20250801;	144810;	1754039890.000;	       err32;	       err32
20250801;	144815;	1754039895.000;	       err32;	       err32
20250801;	144820;	1754039900.000;	       err32;	       err32
20250801;	144825;	1754039905.000;	       err32;	       err32
20250801;	144830;	1754039910.000;	       err32;	       err32
20250801;	144835;	1754039915.000;	       err32;	       err32
20250801;	144840;	1754039920.000;	       err32;	       err32
20250801;	144845;	1754039925.000;	       err32;	       err32
20250801;	144850;	1754039930.000;	       err32;	       err32
20250801;	144855;	1754039935.000;	       err32;	       err32
20250801;	144900;	1754039940.000;	       err32;	       err32
20250801;	144905;	1754039945.000;	       err32;	       err32
20250801;	144910;	1754039950.000;	       err32;	       err32
20250801;	144915;	1754039955.000;	       err32;	       err32
20250801;	144920;	1754039960.000;	       err32;	       err32
20250801;	144925;	1754039965.000;	       err32;	       err32
20250801;	144930;	1754039970.000;	       err32;	       err32
20250801;	144935;	1754039975.000;	       err32;	       err32
20250801;	144940;	1754039980.000;	       err32;	       err32
20250801;	144945;	1754039985.000;	       err32;	       err32
20250801;	144950;	1754039990.000;	       err32;	       err32
20250801;	144955;	1754039995.000;	       err32;	       err32
20250801;	145000;	1754040000.000;	       err32;	       err32
20250801;	145005;	1754040005.000;	       err32;	       err32
20250801;	145010;	1754040010.000;	       err32;	       err32
20250801;	145015;	1754040015.000;	       err32;	       err32
20250801;	145020;	1754040020.000;	       err32;	       err32
20250801;	145025;	1754040025.000;	       err32;	       err32
20250801;	145030;	1754040030.000;	       err32;	       err32
20250801;	145035;	1754040035.000;	       err32;	       err32
20250801;	145040;	1754040040.000;	       err32;	       err32
20250801;	145045;	1754040045.000;	       err32;	       err32
20250801;	145050;	1754040050.000;	       err32;	       err32
20250801;	145055;	1754040055.000;	       err32;	       err32
20250801;	145100;	1754040060.000;	       err32;	       err32
20250801;	145105;	1754040065.000;	       err32;	       err32
20250801;	145110;	1754040070.000;	       err32;	       err32
20250801;	145115;	1754040075.000;	       err32;	       err32
20250801;	145120;	1754040080.000;	       err32;	       err32
20250801;	145125;	1754040085.000;	       err32;	       err32
20250801;	145130;	1754040090.000;	       err32;	       err32
20250801;	145135;	1754040095.000;	       err32;	       err32
20250801;	145140;	1754040100.000;	       err32;	       err32
20250801;	145145;	1754040105.000;	       err32;	       err32
20250801;	145150;	1754040110.000;	       err32;	       err32
20250801;	145155;	1754040115.000;	       err32;	       err32
20250801;	145200;	1754040120.000;	       err32;	       err32
20250801;	145205;	1754040125.000;	       err32;	       err32
20250801;	145210;	1754040130.000;	       err32;	       err32
20250801;	145215;	1754040135.000;	       err32;	       err32
20250801;	145220;	1754040140.000;	       err32;	       err32
20250801;	145225;	1754040145.000;	       err32;	       err32
20250801;	145230;	1754040150.000;	       err32;	       err32
20250801;	145235;	1754040155.000;	       err32;	       err32
20250801;	145240;	1754040160.000;	       err32;	       err32
20250801;	145245;	1754040165.000;	       err32;	       err32
20250801;	145250;	1754040170.000;	       err32;	       err32
20250801;	145255;	1754040175.000;	       err32;	       err32
20250801;	145300;	1754040180.000;	       err32;	       err32
20250801;	145305;	1754040185.000;	       err32;	       err32
20250801;	145310;	1754040190.000;	       err32;	       err32
20250801;	145315;	1754040195.000;	       err32;	       err32
20250801;	145320;	1754040200.000;	       err32;	       err32
20250801;	145325;	1754040205.000;	       err32;	       err32
20250801;	145330;	1754040210.000;	       err32;	       err32
20250801;	145335;	1754040215.000;	       err32;	       err32
20250801;	145340;	1754040220.000;	       err32;	       err32
20250801;	145345;	1754040225.000;	       err32;	       err32
20250801;	145350;	1754040230.000;	       err32;	       err32
20250801;	145355;	1754040235.000;	       err32;	       err32
20250801;	145400;	1754040240.000;	       err32;	       err32
